Series Name,Series Code,Country Name,Country Code,1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
"Population ages 65 and above, female",SP.POP.65UP.FE.IN,Japan,JPN,3425801,3530315,3641922,3736138,3899024,4029515,4182815,4340543,4477705,4677622,4884971,5070927,5293092,5529781,5766132,5994555,6235755,6460051,6683585,6921949,7187112,7464162,7759242,8074261,8407270,8751430,9090644,9438798,9799754,10182730,10582694,10976174,11375133,11783691,12185065,12587381,12978169,13370380,13766451,14148188,14541693,14912658,15291655,15675525,16087526,16555986,16963837,17414552,17887816,18350685,18786503,19136532,19441927,19708026,..
"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,Japan,JPN,2.65424715919493,2.7064469429176,2.76616944047895,2.83074093367766,2.89733529699134,2.9644470048521,3.0165860884372,3.06717839849603,3.12099863566298,3.18725235619302,3.27069666209871,3.35120330464762,3.45630598940722,3.57030958030469,3.67003549830778,3.74373306831889,3.78929581142096,3.80735655247755,3.81833750940093,3.85297390809367,3.92751424357845,4.01861906406241,4.14574737433269,4.29798867545864,4.45830389754832,4.61645107276375,4.76088903491595,4.90740506632442,5.05146997756913,5.18871161702277,5.31558109813872,5.42326769963052,5.52301564171391,5.61180469959434,5.68599863993685,5.74458429602551,5.77641490242102,5.79790985354385,5.81869075787576,5.85314402876644,5.91057569232058,5.98006872203926,6.06203181580537,6.16762730759655,6.31453124857445,6.50839741340662,6.74104565287605,7.028725212708,7.31654141651853,7.52186021062614,7.59566384470794,7.54747186720675,7.37922637187637,7.12921434972545,..
"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,Japan,JPN,2.46400378853083,2.50343878393629,2.54746407263285,2.59349897729919,2.63820100020686,2.68013675525276,2.70435710150769,2.72418673976292,2.74461557754177,2.773487982685,2.81459305429394,2.84661586672977,2.89759416407468,2.95488440239536,2.9992649551996,3.021681065952,3.01541087471233,2.98933499022945,2.96183746519845,2.95838775050589,2.99266632803399,3.0377343410154,3.11068349155987,3.21672195443679,3.36381507601059,3.55491498677353,3.76337638811782,4.01386266574684,4.28014958258034,4.52647396407571,4.732294086769,4.88380039157525,5.00353681846532,5.09986870232873,5.18527207685727,5.26767991324555,5.32299249126514,5.37832954727776,5.43899624828016,5.51128746854816,5.59937693830189,5.67918418015661,5.76118227067626,5.86281795593469,6.0131137646612,6.22504105757709,6.47084694660895,6.78213140632945,7.10024227564518,7.33835432350276,7.44686983628585,7.42150362893328,7.28345276201543,7.06999358663289,..
"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,Japan,JPN,1.6017940390351,1.63564683548782,1.67660946003405,1.72347279945002,1.77306225851455,1.82337952417096,1.86320720423501,1.90184824625437,1.94191596682699,1.98527467915187,2.03257059485894,2.06548780104002,2.1027605998831,2.14701805165445,2.19889131277019,2.2575479875171,2.3098791064363,2.36669821729093,2.42312000316525,2.47061639864348,2.50472968506496,2.50550801593779,2.49849555352486,2.49664847020978,2.51581073815495,2.56479280468709,2.61359234386695,2.68147326833471,2.77529674281977,2.90684993638086,3.08091038687253,3.2710186320701,3.49825393076118,3.74040796945832,3.96685243278449,4.16083642056667,4.30009557476522,4.41784782102765,4.52079445940698,4.61707861661798,4.71141828908138,4.77621631424131,4.84095885532813,4.91125466555246,4.99425179203342,5.09393719480179,5.17394283377512,5.25771467345933,5.36213419152651,5.51562019900703,5.73128326394346,5.97787506285384,6.29070393269064,6.61236755489107,..
"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y,Japan,JPN,0.905367589479374,0.92800418598216,0.945570816390528,0.961618237837859,0.980243904591128,1.00442725863884,1.04303517239859,1.0800561944918,1.11577192805862,1.15154477617893,1.18995651703797,1.23542874132846,1.28281659225562,1.33160019215094,1.37958561734551,1.42687414428891,1.47559269530742,1.51866750161838,1.56154786948854,1.61009518178502,1.6669695873004,1.72025931554895,1.78260948994178,1.84797714238304,1.90431339306388,1.94611638235048,1.95653993208583,1.9574796651723,1.96271808135738,1.98702278733467,2.03697225605469,2.08949546782669,2.15309783678506,2.23713229766027,2.35482576995058,2.511806388074,2.68074646705478,2.88132565935979,3.09505143996377,3.29612677777359,3.47132171114697,3.59448872181957,3.70223927929056,3.80289781819237,3.9036033957964,4.00690206582766,4.07384205450305,4.14464780495251,4.22504279680098,4.32038638255714,4.43311688192278,4.51839385485914,4.60910520866317,4.72368212903442,..
"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y,Japan,JPN,0.518317054283575,0.55888204423075,0.590676904035212,0.610471942703789,0.615851739577584,0.606053059703211,0.651767872067494,0.685761857532384,0.708259354670095,0.721207013477137,0.72563406126727,0.787614893028475,0.842829899344062,0.889405165032718,0.926155755211519,0.952896486670657,1.03868504642179,1.11261933400079,1.17359169467657,1.22315654703557,1.26329043498339,1.35979900889216,1.44554692821195,1.52030865580813,1.58532696783106,1.64255662197259,1.7581835980405,1.86370648672791,1.95243262314078,2.01751943208334,2.05838097862175,2.1628849307344,2.24877839577081,2.32021104039652,2.38174265010353,2.43789290887289,2.5685646372603,2.68887234953003,2.808854849182,2.94219492860394,3.09688773513218,3.33116760425377,3.56848983091108,3.80213328946433,4.02614778429408,4.24087128855352,4.50301572335522,4.7487491318985,4.97960452434736,5.19536907244053,5.39862923789845,5.66953597082204,5.9239218821025,6.16625352031787,..
"Population ages 80 and above, female (% of female population)",SP.POP.80UP.FE.5Y,Japan,JPN,0.998642956887021,1.04907982619742,1.08785760774282,1.11269203298748,1.12206733764114,1.11702179542942,1.1717457564022,1.21225102431523,1.24092085549677,1.26229138254452,1.28016727859161,1.35863734427471,1.43277397874262,1.5018822145329,1.56529608070283,1.62432995163647,1.74425320184766,1.85531670935604,1.95911545127628,2.0594871232706,2.1605662135767,2.30938115918436,2.45448487099943,2.59935695617537,2.74791170661866,2.90411566218751,3.1046969297906,3.30642192048667,3.50483712921901,3.69337088919001,3.87135628103025,4.0879734977812,4.28935846564497,4.48680342514481,4.69375559455889,4.92022015052297,5.19160755636612,5.46845908394449,5.75583927472588,6.05849490000656,6.38244076541618,6.71284320761991,7.04208500658499,7.37487948209978,7.71712645867077,8.07724907656472,8.39536861696315,8.70756424415923,9.02310555606474,9.34469908432919,9.67623132203978,9.97599359666007,10.2647910950833,10.5564415152335,..
"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,Japan,JPN,1.26984950158587,1.28089111110188,1.29177716437897,1.30732658090729,1.33224673560652,1.36884602793375,1.40475521681056,1.44598523910094,1.49297172633042,1.54611939343881,1.60649641341998,1.6580390411808,1.71797622960846,1.7862268497549,1.8599630129701,1.93765076145805,2.00583437667942,2.0729152768953,2.14581969099051,2.23259361833162,2.33586182649703,2.42706423667973,2.53640231447483,2.65488875713451,2.76644315580103,2.86205096673975,2.91252730401159,2.95003344114754,2.99016321378201,3.0542343155442,3.15245691757625,3.25299575882374,3.3795729686881,3.52558922153126,3.68250698983096,3.84504088438393,3.98340535739958,4.13040785471057,4.28181782390639,4.43148532799837,4.57461766545316,4.68067122662451,4.78515727008895,4.88503234994465,4.97686662999096,5.05886747607352,5.09963414198809,5.13753239063359,5.18009781579523,5.24067320671317,5.32771361815234,5.40667530404823,5.50521309178988,5.63149395646897,..
"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,Japan,JPN,1.90128290653481,1.93296135133547,1.97868672139153,2.03560910944495,2.09887378953548,2.16514863656946,2.21320342458943,2.26482889679644,2.32208131158859,2.38682607006334,2.4592702909858,2.51203533951741,2.57377733313648,2.64695776840209,2.73335398176891,2.83245338002636,2.92887878393298,3.03546212182257,3.14405505584261,3.24325347729096,3.32669023109233,3.37181568839598,3.40453160114097,3.43876702672732,3.49492448613303,3.58461104535638,3.68185586037916,3.80910362755631,3.95703737215807,4.11397419133861,4.27254282648648,4.41551177488613,4.56264670871042,4.71019837644335,4.85366938991166,4.98947019639383,5.09639141065566,5.20044049783065,5.29716229354214,5.38100014023939,5.4497924367329,5.48969482314098,5.51911713766784,5.54803299380903,5.59195261550338,5.66018312769234,5.73338424813675,5.82232331860226,5.93627588096019,6.09185780935096,6.2952698274002,6.53267569009361,6.82886114856908,7.1287256880441,..
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 12/20/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
